student_id,gender,school_type,prior_gpa,attendance_pct,quiz_avg,assign_avg,midterm,study_hours_wk,on_time_submit_pct,lms_logins_wk,forum_posts,parent_edu,commute_min,final_score,final_grade_band,passed
S1195,Male,Public,2.49,76.6,87.0,64.3,40.0,17.7,69.6,5.6,11,Bachelor,46,64.1,D,1
S1196,Male,Public,2.41,90.7,81.2,85.8,63.5,17.8,61.6,5.0,12,High School,84,80.4,B,1
S1197,Male,Public,2.77,62.4,70.9,65.7,47.1,5.1,55.0,5.2,24,Bachelor,3,43.5,F,0
S1198,Male,Public,2.38,75.5,55.9,69.9,92.6,6.3,68.6,6.0,9,None,78,51.8,D,1
S1199,Male,Public,2.52,90.3,62.8,60.9,100.0,15.9,88.8,6.6,20,Bachelor,56,74.2,C,1
S1200,Male,Public,2.87,73.0,67.4,81.2,52.1,5.8,65.6,3.2,19,None,99,56.7,D,1
S1201,Male,Private,2.5,71.1,73.0,81.3,71.9,4.7,56.8,2.4,0,Bachelor,116,60.1,D,1
S1202,Male,Public,2.5,92.0,64.3,80.1,53.6,8.1,66.4,8.4,20,High School,66,49.5,F,0
S1203,Male,Public,2.09,74.3,58.8,77.9,63.4,11.7,74.2,0.9,24,High School,74,61.8,D,1
S1204,Male,Private,1.99,91.3,55.7,72.8,95.1,9.6,74.8,9.1,8,None,111,60.3,D,1
S1205,Male,Public,2.84,83.1,50.2,66.2,61.0,7.4,78.1,0.2,27,Master,41,55.3,D,1
S1206,Male,Private,3.01,73.9,67.2,63.0,63.7,7.3,95.5,3.5,0,Bachelor,17,73.0,C,1
S1207,Male,Public,1.8,83.8,52.4,86.2,53.9,7.2,98.7,7.4,5,Bachelor,60,40.0,F,0
S1208,Female,Public,3.33,81.8,58.0,80.4,85.2,6.5,100.0,5.0,28,Bachelor,42,77.2,C,1
S1209,Male,Private,3.33,90.3,65.3,64.4,19.1,19.1,55.6,1.7,25,Bachelor,76,66.8,C,1
S1210,Male,Public,3.48,71.4,54.0,72.4,61.4,11.2,67.2,6.1,22,High School,93,58.3,D,1
S1211,Female,Private,3.01,78.5,74.6,68.7,67.3,13.5,90.5,5.2,18,Bachelor,60,68.7,C,1
S1212,Female,Public,3.25,77.3,78.9,59.6,58.1,8.0,73.2,4.5,6,High School,36,74.3,C,1
S1213,Male,Public,4.0,86.4,63.4,74.0,81.0,9.3,92.9,3.4,14,Bachelor,67,96.3,A,1
S1214,Female,Public,2.59,65.7,64.8,67.4,86.0,7.1,83.1,4.9,16,High School,53,70.2,C,1
S1215,Female,Public,2.07,90.2,76.4,61.5,46.8,0.0,100.0,3.5,2,Master,22,69.3,C,1
S1216,Other,Public,1.73,83.6,61.4,55.7,99.4,4.5,95.6,11.1,17,Bachelor,92,56.0,D,1
S1217,Female,Private,4.0,62.2,60.6,54.8,46.7,2.8,95.9,4.4,2,High School,39,46.5,F,0
S1218,Female,Public,4.0,92.5,84.4,67.9,87.3,1.0,73.8,4.1,3,Bachelor,64,79.2,C,1
S1219,Female,Private,2.15,100.0,80.6,71.1,70.2,5.2,78.5,3.6,5,None,109,73.2,C,1
S1220,Male,Public,2.29,90.0,77.2,62.4,60.4,15.3,75.4,9.4,5,High School,22,53.3,D,1
S1221,Female,Public,2.57,95.1,81.1,79.2,61.9,9.8,57.4,0.9,2,Master,51,61.7,D,1
S1222,Female,Public,3.66,79.0,46.3,71.3,67.5,15.2,100.0,5.9,28,Bachelor,20,68.6,C,1
S1223,Male,Public,1.9,58.1,86.2,78.3,71.1,11.6,91.2,4.4,24,Bachelor,52,63.4,D,1
S1224,Male,Public,1.42,55.9,74.7,70.0,54.2,13.1,74.8,1.4,15,Bachelor,36,49.9,F,0
S1225,Female,Private,4.0,81.1,82.1,63.3,64.5,6.4,99.6,3.0,11,High School,109,70.7,C,1
S1226,Female,Private,3.02,70.9,74.6,73.3,56.4,12.1,70.5,5.8,5,None,36,66.1,C,1
S1227,Female,Public,3.12,67.0,70.6,58.1,49.8,12.9,52.4,2.8,28,Bachelor,73,49.3,F,0
S1228,Male,Public,2.66,77.2,66.7,77.9,55.7,7.7,95.1,5.6,23,Bachelor,16,59.7,D,1
S1229,Female,Public,3.13,85.4,74.4,61.7,50.8,12.2,60.8,9.3,22,None,54,56.1,D,1
S1230,Male,Public,1.74,60.6,66.3,82.1,61.7,12.3,77.1,5.4,14,High School,100,52.5,D,1
S1231,Female,Private,2.21,72.6,80.4,68.3,74.5,7.8,83.1,1.4,0,None,80,55.9,D,1
S1232,Male,Public,2.87,96.1,51.0,83.7,69.8,5.5,85.8,2.9,19,High School,33,74.2,C,1
S1233,Male,Public,1.21,65.1,63.5,59.7,97.6,5.3,92.7,4.3,14,None,116,52.2,D,1
S1234,Male,Public,2.59,88.4,94.5,64.5,34.8,10.3,88.7,4.1,8,High School,96,63.4,D,1
S1235,Male,Private,2.55,72.2,62.5,76.2,75.0,11.3,88.2,5.4,9,Bachelor,48,79.1,C,1
S1236,Male,Private,2.59,84.5,67.1,84.9,68.1,6.8,68.1,5.8,1,High School,116,67.7,C,1
S1237,Female,Private,2.41,91.2,59.4,90.3,80.2,10.1,84.4,9.3,26,High School,22,69.0,C,1
S1238,Male,Public,2.1,86.9,74.0,72.5,78.7,12.3,57.4,5.0,4,Bachelor,39,61.5,D,1
S1239,Female,Public,1.52,88.9,61.2,92.2,65.5,12.5,100.0,2.1,24,Master,111,56.1,D,1
S1240,Female,Public,2.9,64.2,67.8,68.8,70.6,16.2,59.0,7.9,29,High School,116,63.9,D,1
S1241,Male,Private,2.59,91.4,80.2,84.1,56.8,15.1,74.8,8.2,1,High School,98,75.4,C,1
S1242,Female,Public,1.84,67.8,61.6,61.6,77.2,6.0,60.2,5.6,18,Bachelor,22,35.3,F,0
S1243,Female,Private,2.84,81.1,79.5,76.6,39.8,16.7,69.0,4.4,2,High School,26,56.6,D,1
S1244,Female,Public,2.59,81.1,79.9,46.2,79.7,7.9,80.2,6.6,24,High School,77,61.0,D,1
S1245,Female,Public,2.48,83.8,82.7,59.7,67.7,14.2,72.1,4.5,15,Bachelor,6,59.7,D,1
S1246,Female,Public,1.29,82.0,71.7,77.1,60.7,10.3,97.2,0.0,0,High School,118,58.2,D,1
S1247,Other,Public,3.28,67.9,100.0,57.6,64.5,8.4,83.4,6.4,23,Master,112,70.2,C,1
S1248,Male,Private,1.94,61.8,82.7,76.7,65.6,2.8,73.1,7.2,22,Master,97,50.7,D,1
S1249,Male,Private,2.84,88.5,73.9,82.0,87.5,9.3,78.0,8.6,27,High School,116,80.2,B,1
S1250,Female,Public,2.23,80.2,59.5,66.5,100.0,3.8,98.3,3.2,14,High School,27,60.9,D,1
S1251,Male,Public,2.53,91.8,68.8,61.3,86.3,13.9,93.6,5.6,27,PhD,105,75.0,C,1
S1252,Female,Private,3.61,77.5,87.1,66.8,59.5,16.1,62.9,5.6,19,Bachelor,30,67.3,C,1
S1253,Male,Public,3.17,61.1,90.5,61.4,77.4,6.8,69.8,5.2,15,PhD,14,67.2,C,1
S1254,Male,Private,3.59,89.6,87.7,70.9,78.1,11.2,87.1,5.3,10,Bachelor,31,83.7,B,1
S1255,Female,Private,3.03,73.6,79.4,73.1,54.1,7.1,85.3,5.1,8,High School,92,55.1,D,1
S1256,Male,Public,3.08,82.1,54.9,68.6,49.1,7.5,64.2,5.5,18,High School,113,57.4,D,1
S1257,Male,Public,1.55,70.2,75.8,90.4,67.1,13.1,91.2,6.9,22,High School,73,61.5,D,1
S1258,Female,Public,2.58,97.7,55.1,64.1,80.1,9.8,66.6,8.1,1,Master,29,70.1,C,1
S1259,Female,Public,2.64,67.5,52.2,87.3,43.8,17.0,99.6,3.1,12,High School,72,65.2,C,1
S1260,Female,Private,3.66,74.0,72.9,60.5,57.2,8.1,87.9,4.6,1,Bachelor,61,62.3,D,1
S1261,Male,Public,2.45,79.3,76.3,72.8,76.6,14.0,63.0,3.9,11,Bachelor,62,74.0,C,1
S1262,Female,Public,2.99,64.9,80.8,85.0,68.6,10.4,72.1,3.6,23,Master,41,71.4,C,1
S1263,Female,Public,2.96,82.0,76.0,84.4,89.2,13.2,71.8,1.0,20,Bachelor,16,72.4,C,1
S1264,Female,Private,3.61,97.3,76.4,67.4,46.8,8.2,82.4,5.1,3,None,43,64.5,D,1
S1265,Male,Public,2.71,72.1,58.2,78.1,100.0,9.8,76.9,6.2,21,High School,106,64.7,D,1
S1266,Male,Public,3.38,82.7,68.7,76.6,44.9,9.5,62.8,4.6,0,Bachelor,48,53.9,D,1
S1267,Female,Private,1.61,45.0,51.9,66.1,37.6,6.7,59.1,5.0,0,Master,2,32.9,F,0
S1268,Female,Public,1.67,77.5,46.0,78.8,67.1,12.6,88.2,6.0,27,Bachelor,41,66.0,C,1
S1269,Male,Public,1.2,74.2,78.9,92.5,51.0,12.6,84.3,8.5,0,Bachelor,55,67.2,C,1
S1270,Female,Public,3.35,68.2,61.0,77.2,67.4,12.4,81.6,4.0,7,Master,71,60.2,D,1
S1271,Female,Public,3.27,91.0,80.5,78.2,66.9,16.1,84.1,2.1,3,High School,76,87.4,B,1
S1272,Male,Private,3.43,74.1,83.3,79.4,65.1,15.8,70.7,4.8,17,None,51,76.5,C,1
S1273,Female,Private,2.33,75.9,62.6,55.9,55.4,8.5,82.8,9.7,15,Master,17,36.6,F,0
S1274,Male,Private,2.41,73.5,77.1,77.1,74.5,11.5,100.0,2.1,25,Bachelor,52,66.6,C,1
S1275,Female,Private,2.72,55.0,62.1,60.8,63.2,7.5,97.6,6.6,29,Master,0,51.7,D,1
S1276,Female,Public,3.81,64.4,47.8,65.5,84.6,10.1,75.7,7.9,22,High School,60,77.6,C,1
S1277,Female,Public,3.99,89.5,71.5,95.8,65.3,7.6,72.1,0.0,14,Bachelor,53,73.1,C,1
S1278,Female,Private,3.36,52.7,64.3,69.2,53.5,16.5,37.1,6.0,1,High School,42,61.8,D,1
S1279,Female,Public,3.03,68.8,64.7,63.9,42.7,11.5,96.0,6.5,27,High School,79,59.6,D,1
S1280,Male,Private,3.73,73.2,93.7,84.7,65.4,9.1,91.8,4.3,16,High School,90,67.6,C,1
S1281,Female,Public,2.62,98.9,51.7,61.6,49.0,14.8,71.8,3.4,6,Bachelor,31,60.3,D,1
S1282,Other,Public,2.53,87.2,74.6,67.1,47.8,1.3,58.5,3.5,16,High School,60,65.8,C,1
S1283,Male,Private,2.71,71.3,58.1,85.7,75.9,1.9,62.7,4.2,11,High School,61,56.5,D,1
S1284,Female,Private,2.11,93.7,80.9,72.5,41.3,13.2,86.7,4.2,10,High School,61,71.9,C,1
S1285,Male,Public,2.68,69.1,73.6,54.8,89.2,10.2,78.7,3.8,13,High School,48,72.2,C,1
S1286,Female,Public,2.02,90.1,74.6,78.0,70.4,11.0,90.4,4.1,22,Bachelor,25,65.1,C,1
S1287,Female,Public,3.52,61.7,58.7,67.6,67.3,4.7,81.3,8.0,4,Bachelor,20,50.8,D,1
S1288,Female,Public,3.18,90.9,60.8,88.9,52.5,9.9,94.5,2.0,28,Bachelor,3,63.6,D,1
S1289,Female,Private,3.8,73.1,81.1,65.3,79.5,18.0,85.5,0.6,1,High School,6,93.5,A,1
S1290,Male,Public,1.66,65.7,91.2,83.6,68.0,13.3,92.4,8.0,4,Bachelor,97,64.6,D,1
S1291,Female,Private,4.0,75.4,75.8,91.5,57.7,10.7,48.7,4.5,20,High School,8,59.9,D,1
S1292,Female,Public,1.7,81.3,59.2,62.6,71.0,8.2,61.5,4.0,4,Bachelor,102,59.3,D,1
S1293,Male,Public,1.96,72.1,74.1,69.9,42.8,8.4,74.5,4.7,23,Master,107,37.5,F,0
S1294,Male,Private,2.37,84.6,99.1,76.3,43.5,1.5,96.2,5.5,22,Bachelor,28,55.4,D,1
S1295,Female,Public,3.72,71.0,71.2,62.6,51.2,11.0,100.0,3.7,12,Master,53,70.1,C,1
S1296,Female,Public,2.96,85.4,87.5,75.0,73.2,13.4,77.5,6.3,13,High School,43,96.1,A,1
S1297,Male,Public,2.63,83.3,61.1,69.5,68.0,3.7,70.8,2.6,29,Bachelor,47,65.6,C,1
S1298,Male,Private,2.25,77.3,69.5,69.3,83.7,7.4,50.7,4.2,23,Bachelor,42,56.1,D,1
S1299,Male,Public,1.84,72.7,77.4,72.5,54.2,5.4,93.0,0.0,18,Bachelor,41,54.5,D,1
S1300,Female,Public,3.59,79.8,74.8,72.8,76.6,6.1,71.7,7.9,4,Bachelor,82,79.4,C,1
S1301,Male,Private,3.36,84.6,60.8,73.8,66.3,10.2,100.0,4.6,17,None,49,84.4,B,1
S1302,Female,Private,3.75,100.0,60.3,65.4,53.9,1.7,68.9,6.7,1,Bachelor,22,65.5,C,1
S1303,Female,Public,3.08,89.3,81.9,65.9,73.8,12.5,100.0,6.2,7,Bachelor,45,77.1,C,1
S1304,Male,Public,0.95,89.7,84.3,70.7,67.0,13.0,91.2,6.4,20,Bachelor,117,55.3,D,1
S1305,Female,Public,1.93,100.0,88.1,71.5,58.6,9.0,64.6,5.0,12,None,118,70.2,C,1
S1306,Male,Private,3.13,84.2,91.6,67.2,68.6,0.1,83.5,6.0,29,High School,7,75.7,C,1
S1307,Male,Private,2.54,83.8,71.6,75.6,66.1,6.0,91.6,2.6,28,Master,69,50.6,D,1
S1308,Female,Private,2.41,86.4,66.3,52.0,65.7,14.9,76.6,2.1,2,High School,116,61.8,D,1
S1309,Female,Private,2.03,65.9,86.2,64.0,61.8,0.0,92.6,4.7,26,High School,23,42.7,F,0
S1310,Female,Public,3.46,72.7,78.6,68.9,48.4,8.6,92.2,3.3,25,High School,8,68.2,C,1
S1311,Male,Public,3.12,71.9,58.2,62.6,69.1,5.3,88.9,8.6,3,Bachelor,25,52.1,D,1
S1312,Male,Private,3.15,85.8,57.6,89.9,56.0,13.2,79.8,5.9,11,Bachelor,38,61.4,D,1
S1313,Male,Private,2.36,75.9,75.9,72.2,52.7,7.3,62.4,3.2,28,Master,112,64.7,D,1
S1314,Female,Private,2.92,79.7,67.9,73.9,64.4,11.6,78.8,4.3,0,Bachelor,30,66.7,C,1
S1315,Male,Public,1.86,91.0,69.7,66.7,79.0,12.3,82.6,5.3,1,High School,39,66.4,C,1
S1316,Female,Private,2.71,88.4,82.9,71.8,70.8,17.3,51.9,4.8,15,None,31,76.8,C,1
S1317,Female,Private,1.03,76.1,79.1,58.6,60.0,9.2,82.5,5.7,28,High School,46,57.4,D,1
S1318,Female,Private,1.7,70.0,86.0,70.1,59.4,11.5,78.5,5.2,8,Bachelor,119,54.0,D,1
S1319,Male,Public,2.57,91.6,46.8,61.7,77.5,4.1,60.6,1.5,23,PhD,10,55.8,D,1
S1320,Male,Public,4.0,87.3,73.0,68.9,32.0,14.8,75.0,0.0,20,None,55,70.0,C,1
S1321,Female,Private,1.54,58.7,78.3,43.8,80.0,7.0,75.3,4.1,4,High School,73,56.6,D,1
S1322,Female,Private,1.93,74.2,51.7,59.6,39.9,7.8,100.0,6.4,8,Bachelor,14,47.4,F,0
S1323,Female,Public,2.95,80.0,62.1,88.1,46.8,9.9,83.3,4.1,18,Bachelor,5,62.5,D,1
S1324,Female,Public,4.0,87.3,59.9,81.1,60.3,3.7,95.5,8.1,14,Bachelor,117,76.9,C,1
S1325,Male,Private,2.94,88.9,70.3,86.5,100.0,10.9,78.2,4.9,7,Bachelor,32,94.9,A,1
S1326,Male,Private,3.29,81.4,89.5,87.3,93.2,13.9,51.9,8.4,6,High School,29,82.7,B,1
S1327,Male,Public,2.56,85.0,94.3,79.4,78.6,11.2,90.1,7.9,16,Bachelor,41,74.8,C,1
S1328,Female,Public,2.44,78.8,60.2,67.0,73.3,3.6,70.1,7.6,24,High School,8,71.9,C,1
S1329,Female,Public,2.86,69.9,76.3,60.6,40.1,9.5,75.0,2.0,12,Bachelor,17,66.7,C,1
S1330,Female,Public,2.34,74.9,76.7,84.6,70.4,13.0,64.2,5.0,27,High School,2,74.9,C,1
S1331,Female,Public,3.31,78.2,74.7,72.7,59.8,2.5,81.1,8.1,20,Bachelor,64,60.7,D,1
S1332,Male,Public,1.68,77.6,74.8,99.4,55.7,5.7,96.0,5.7,12,PhD,55,54.5,D,1
S1333,Female,Public,3.42,55.4,73.6,68.0,70.3,13.5,94.0,6.4,21,Bachelor,32,55.0,D,1
S1334,Female,Public,2.83,73.2,90.3,93.7,60.9,11.1,100.0,1.5,13,High School,110,81.2,B,1
S1335,Male,Public,2.65,78.7,83.2,70.3,81.0,11.6,100.0,9.8,22,Master,36,74.9,C,1
S1336,Female,Private,1.65,74.6,57.3,86.7,39.0,17.4,49.3,3.0,29,High School,2,37.6,F,0
S1337,Female,Public,2.11,75.0,79.5,90.7,69.1,11.9,62.1,0.0,23,Bachelor,11,73.5,C,1
S1338,Female,Private,3.64,83.9,80.7,60.7,54.8,12.6,52.9,4.1,4,High School,87,67.8,C,1
S1339,Male,Public,2.65,65.1,73.8,66.7,61.9,20.8,89.5,0.0,2,Master,63,66.8,C,1
S1340,Female,Private,2.99,58.5,83.6,60.6,72.6,9.1,69.6,2.3,24,High School,31,50.4,D,1
S1341,Female,Private,2.18,73.8,72.3,58.5,51.2,6.8,72.7,11.4,25,High School,29,55.7,D,1
S1342,Female,Public,2.78,87.2,72.4,79.3,70.5,11.7,76.8,4.0,17,PhD,26,75.9,C,1
S1343,Male,Private,1.84,98.3,71.5,69.8,64.8,11.8,85.7,1.4,7,Bachelor,50,66.1,C,1
S1344,Male,Private,2.87,87.4,45.8,72.6,58.1,7.9,57.7,5.1,26,High School,84,55.9,D,1
S1345,Female,Public,3.06,60.4,69.0,78.1,60.9,5.9,61.1,2.8,13,None,76,77.1,C,1
S1346,Male,Private,3.02,75.2,62.0,51.6,65.7,19.2,80.0,7.2,8,None,89,59.4,D,1
S1347,Male,Public,2.17,81.1,55.8,86.2,56.5,11.3,98.0,2.8,10,High School,4,57.1,D,1
S1348,Female,Public,2.56,80.1,87.2,68.2,68.1,7.1,79.6,5.7,8,Bachelor,67,71.3,C,1
S1349,Male,Private,3.18,84.5,76.1,77.9,63.8,13.7,68.1,2.1,8,Bachelor,91,65.7,C,1
S1350,Male,Public,2.65,67.0,69.6,78.8,58.8,9.6,47.8,11.5,9,Master,24,48.3,F,0
S1351,Female,Public,2.6,78.8,63.2,87.1,91.8,9.0,94.3,6.3,20,Bachelor,69,81.4,B,1
S1352,Male,Public,4.0,83.0,73.6,70.8,74.2,12.2,69.0,4.6,0,Master,0,83.9,B,1
S1353,Female,Private,2.13,87.9,81.9,48.6,62.3,4.8,62.8,4.3,10,Bachelor,109,59.8,D,1
S1354,Male,Public,3.56,68.3,60.1,72.6,70.2,11.4,54.3,3.6,5,High School,88,67.3,C,1
S1355,Male,Public,1.99,73.9,69.9,74.2,52.6,17.7,58.4,3.1,19,Bachelor,74,53.2,D,1
S1356,Male,Private,3.26,45.6,80.4,60.6,61.4,11.9,65.6,3.0,29,High School,71,56.4,D,1
S1357,Male,Private,3.3,70.5,46.8,73.6,63.2,8.5,76.4,9.2,23,High School,80,60.9,D,1
S1358,Male,Public,2.44,71.7,69.3,68.0,49.3,8.0,61.9,3.6,7,Master,50,59.7,D,1
S1359,Female,Private,1.95,65.8,64.8,57.2,73.8,8.4,82.8,0.0,15,Bachelor,116,56.9,D,1
S1360,Female,Public,1.42,80.0,68.4,79.4,60.4,9.0,76.3,2.1,0,High School,25,47.4,F,0
S1361,Male,Public,2.37,77.3,64.0,65.8,62.7,8.5,100.0,7.3,12,High School,97,67.2,C,1
S1362,Male,Public,3.17,50.9,71.7,67.5,59.5,13.7,54.4,4.4,8,High School,91,45.3,F,0
S1363,Female,Public,2.05,80.6,93.1,66.9,100.0,3.1,82.4,4.7,15,Bachelor,100,65.4,C,1
S1364,Female,Private,2.87,66.9,66.1,85.6,58.1,13.4,82.6,7.9,12,High School,8,56.7,D,1
S1365,Male,Public,1.77,83.8,73.5,71.5,37.0,8.5,64.5,3.1,20,Master,53,44.4,F,0
S1366,Male,Public,2.64,62.6,93.9,72.9,44.0,11.5,81.4,6.6,16,Bachelor,77,75.5,C,1
S1367,Male,Public,2.0,78.4,63.4,67.2,79.4,5.5,91.5,3.3,28,High School,74,48.2,F,0
S1368,Female,Public,2.75,74.6,91.8,77.1,88.0,15.3,81.4,6.4,2,Bachelor,82,72.0,C,1
S1369,Male,Private,2.45,81.6,70.1,86.8,57.8,15.0,100.0,4.0,28,Master,76,74.6,C,1
S1370,Female,Public,1.97,79.5,91.4,79.1,87.2,13.8,47.3,4.4,23,Master,26,65.1,C,1
S1371,Male,Private,2.34,74.9,79.0,79.6,79.1,3.9,67.4,7.1,21,Bachelor,99,62.9,D,1
S1372,Male,Public,2.15,59.6,73.7,78.7,65.2,13.3,100.0,6.9,24,High School,57,72.6,C,1
S1373,Female,Private,1.88,60.3,69.2,56.8,64.1,11.6,93.7,4.6,1,Bachelor,116,58.5,D,1
S1374,Male,Private,3.56,71.0,62.5,62.4,70.7,3.6,88.1,3.8,6,Master,62,60.9,D,1
S1375,Female,Public,2.55,77.9,70.9,69.7,81.2,9.9,98.5,9.0,0,PhD,64,68.6,C,1
S1376,Female,Public,1.26,70.7,80.8,64.0,74.0,11.5,51.3,6.5,23,Bachelor,70,56.2,D,1
S1377,Female,Private,2.36,85.5,69.8,60.3,57.8,12.2,91.9,4.0,10,Bachelor,104,69.1,C,1
S1378,Male,Public,3.44,74.6,66.2,51.4,65.4,10.7,96.0,3.4,10,High School,108,68.5,C,1
S1379,Male,Public,2.27,66.4,67.0,57.2,97.7,11.2,70.1,7.6,18,None,70,65.3,C,1
S1380,Male,Private,3.85,74.7,81.9,69.2,71.8,15.9,100.0,5.3,12,High School,65,85.4,B,1
S1381,Female,Private,2.2,80.7,84.7,71.2,81.0,14.9,82.9,4.6,19,None,6,71.3,C,1
S1382,Female,Private,3.15,81.9,62.0,63.3,76.1,0.0,47.1,5.3,28,Bachelor,8,53.9,D,1
S1383,Male,Private,3.53,100.0,62.0,72.9,72.1,8.7,85.7,5.8,9,High School,88,83.9,B,1
S1384,Male,Public,3.12,70.0,74.6,67.2,69.6,9.3,69.2,4.9,26,Bachelor,41,67.4,C,1
S1385,Male,Private,1.84,77.1,88.3,84.0,81.5,3.0,97.5,8.0,15,Bachelor,52,48.6,F,0
S1386,Male,Public,2.14,83.1,83.8,70.2,78.8,10.4,88.2,8.1,11,High School,75,62.7,D,1
S1387,Male,Private,3.62,77.7,55.0,79.7,72.0,15.0,71.0,6.3,27,Bachelor,26,70.7,C,1
S1388,Female,Private,2.24,72.0,66.8,74.2,57.6,5.7,100.0,8.4,14,High School,39,55.7,D,1
S1389,Female,Public,3.48,59.4,58.8,56.6,73.8,11.3,94.1,5.0,3,None,5,74.8,C,1
S1390,Male,Private,2.5,71.9,66.8,71.0,67.0,6.3,67.6,6.7,8,PhD,92,81.8,B,1
S1391,Male,Public,2.9,65.1,89.3,58.4,63.4,7.3,77.7,7.5,25,None,61,42.8,F,0
S1392,Male,Public,1.83,57.3,52.9,70.8,100.0,15.9,87.8,7.5,15,High School,22,64.1,D,1
S1393,Male,Public,2.37,68.5,50.6,63.8,44.9,7.8,74.5,7.3,16,Bachelor,71,48.6,F,0
S1394,Female,Public,2.19,65.4,60.1,76.2,82.4,11.8,75.0,6.6,20,High School,17,59.4,D,1
S1395,Male,Public,2.96,85.0,73.4,57.2,55.1,2.5,80.6,9.9,5,High School,93,64.3,D,1
S1396,Other,Private,2.87,85.2,77.4,72.2,70.0,17.4,64.0,3.7,2,Bachelor,27,75.4,C,1
S1397,Female,Public,3.12,67.2,75.2,78.3,100.0,12.4,46.5,4.6,13,Bachelor,32,69.7,C,1
S1398,Female,Private,2.46,74.9,84.1,82.0,53.6,9.3,83.6,4.5,27,Bachelor,105,63.9,D,1
S1399,Female,Public,2.15,55.7,48.8,63.6,57.1,12.3,50.2,4.1,3,Master,89,49.3,F,0
S1400,Female,Private,2.93,72.1,84.3,72.2,67.7,4.4,65.1,0.0,21,High School,81,66.1,C,1
S1401,Other,Private,2.08,82.8,66.3,74.0,55.3,14.7,53.4,8.4,29,Bachelor,72,60.6,D,1
S1402,Male,Public,3.55,87.9,78.8,89.0,81.3,8.7,55.3,2.4,2,High School,62,74.1,C,1
S1403,Other,Public,2.72,69.4,54.1,55.7,60.0,9.2,86.4,5.4,3,None,23,77.8,C,1
S1404,Male,Private,2.57,90.6,70.1,62.0,77.8,8.0,76.7,1.4,26,PhD,36,70.3,C,1
S1405,Male,Public,3.12,59.8,72.8,100.0,48.1,7.7,76.1,6.6,3,Bachelor,115,67.4,C,1
S1406,Female,Public,2.75,63.0,83.9,69.0,40.9,12.8,60.3,3.0,22,High School,110,53.0,D,1
S1407,Male,Public,1.64,86.5,51.0,51.2,64.6,11.0,70.2,2.2,23,High School,87,53.7,D,1
S1408,Male,Public,2.06,98.1,70.4,65.6,44.5,12.6,85.6,5.5,9,High School,106,64.5,D,1
S1409,Male,Private,3.54,83.9,57.0,41.5,90.8,10.0,79.2,3.2,8,Bachelor,96,57.4,D,1
S1410,Male,Private,2.86,77.5,76.1,74.7,45.1,12.1,92.3,3.6,15,High School,47,60.5,D,1
S1411,Male,Private,1.62,51.7,79.3,80.9,52.4,8.3,94.5,5.4,15,Master,85,44.0,F,0
S1412,Male,Public,3.05,53.7,85.4,62.0,74.2,18.9,76.2,7.0,25,High School,90,64.8,D,1
S1413,Female,Private,2.41,79.6,63.6,66.8,59.2,3.7,52.2,3.0,17,High School,16,44.1,F,0
S1414,Female,Public,2.19,73.7,81.1,82.2,45.2,15.0,68.7,2.5,29,Master,109,61.3,D,1
S1415,Male,Private,2.0,64.7,86.3,52.7,98.6,15.5,78.5,5.1,7,Master,59,77.6,C,1
S1416,Female,Public,3.5,78.8,50.3,57.5,53.0,6.6,68.4,6.3,8,High School,37,60.0,D,1
S1417,Female,Public,1.42,79.4,77.3,69.5,65.1,18.9,64.2,8.7,7,Bachelor,56,51.9,D,1
S1418,Female,Private,2.21,89.3,81.5,63.7,64.9,14.0,81.0,2.3,19,Master,39,60.6,D,1
S1419,Female,Private,2.88,79.6,66.9,68.8,78.7,13.9,100.0,4.2,1,Bachelor,39,71.2,C,1
S1420,Female,Public,3.9,92.7,55.5,58.1,74.9,10.1,72.7,7.9,25,Bachelor,65,64.6,D,1
S1421,Male,Public,3.19,78.1,81.3,74.4,55.6,9.1,80.0,9.9,23,Bachelor,119,70.8,C,1
S1422,Female,Public,2.21,76.6,55.6,70.4,63.1,9.2,60.3,2.5,29,Master,49,64.9,D,1
S1423,Female,Private,3.87,90.8,67.9,78.0,64.6,11.6,98.7,3.2,28,Bachelor,25,77.3,C,1
S1424,Female,Private,1.85,66.3,69.5,74.2,79.2,15.6,93.1,6.0,2,High School,91,64.5,D,1
S1425,Male,Private,2.99,100.0,78.6,74.3,50.5,10.7,92.1,3.6,22,Bachelor,35,71.3,C,1
S1426,Female,Private,3.14,82.5,62.5,56.1,98.3,6.4,100.0,3.1,15,Bachelor,64,68.7,C,1
S1427,Female,Private,2.18,82.6,61.8,77.4,56.6,13.3,73.6,5.6,22,Bachelor,30,62.8,D,1
S1428,Male,Public,3.29,84.3,71.2,68.4,67.9,13.7,75.5,8.9,26,High School,25,68.7,C,1
S1429,Female,Public,2.44,100.0,82.1,70.2,50.6,12.6,100.0,1.7,17,Bachelor,30,66.5,C,1
S1430,Female,Private,3.29,87.5,97.4,83.5,48.5,13.0,89.5,8.7,0,Bachelor,42,66.3,C,1
S1431,Female,Public,1.51,58.7,51.9,64.1,54.9,8.9,46.7,3.6,25,PhD,114,38.9,F,0
S1432,Male,Public,3.03,94.8,73.8,86.9,53.4,6.3,86.8,5.9,13,High School,80,79.4,C,1
S1433,Female,Public,2.51,73.9,57.0,87.9,61.8,6.5,71.3,9.0,13,Bachelor,83,63.6,D,1
